accession,taxid
AY548211.1,50225
AY548210.1,90037
AF507809.1,85679
AF507808.1,85679
AF507807.1,85679
AF507806.1,85679
AF507805.1,85679
AF507804.1,85679
AF507803.1,85679
AF507802.1,85679
AY094169.1,185653
AY094167.1,192636
AY094165.1,114844
AY094163.1,192635
AY094161.1,192635
AF494011.1,191233
AF494001.1,191245
AY072836.1,185657
AY072834.1,185656
AY072832.1,185655
AY072830.1,185654
AY072828.1,185653
AY072826.1,185652
AF315080.1,140109
AF313031.1,165345
AF313030.1,165346
AF343540.1,155438
AF343539.1,69924
AF359758.1,158321
AF359757.1,158325
AF359756.1,119827
AF359755.1,158326
AF359754.1,119826
AF359753.1,158320
AF359752.1,158322
AF359751.1,158324
AF359749.1,649199
AF228513.1,114844
AH009140.1,114844
AF027489.1,69853
AF027488.1,69848
AF027487.1,69864
AF027486.1,69867
AF027485.1,69847
AF027484.1,69851
AF027483.1,69859
AF027482.1,69852
AF027481.1,69863
AF027480.1,69861
AF027479.1,69862
AF027478.1,69846
AF027477.1,69865
AF027476.1,69854
AF027475.1,69860
AF027474.1,69856
AF027473.1,69855
AF027472.1,69850
AF027471.1,69850
AF027470.1,69850
AF027469.1,69868
AF027468.1,69868
AF027467.1,69869
AF027466.1,69869
AF027465.1,69870
AF027464.1,69870
AF027463.1,69870
AF027462.1,69870
AF027461.1,69857
AF027460.1,69857
AF027459.1,69857
AF027458.1,69858
AF027457.1,69858
AF027456.1,69866
AF027455.1,69866
AF027454.1,69866
AF027453.1,69849
AF027452.1,69849
AF027451.1,69849
AF027436.1,69871
AF027427.1,69868
AF027425.1,69869
AF047970.1,73292
AF047969.1,73279
AF047968.1,73305
AF047967.1,73309
AF047966.1,73313
AF047965.1,73295
AF047964.1,73311
AF047963.1,73293
AF047962.1,73286
AF047961.1,73281
AF047960.1,73308
AF047959.1,73307
AF047958.1,73287
AF047957.1,53583
AF047956.1,73273
AF047955.1,73310
AF047954.1,73285
AF047953.1,4233
AF047952.1,73288
AF047951.1,73291
AF047950.1,73302
AF047949.1,73297
AF047948.1,73297
AF047947.1,73277
AF047946.1,73299
AF047945.1,73303
AF047944.1,73303
AF047943.1,73298
AF047942.1,73283
AF047941.1,73289
AF047940.1,73283
AF047939.1,73288
AF047938.1,73296
AF047937.1,73296
AF047936.1,73312
AF047935.1,73277
AF047934.1,73290
AF047933.1,73276
AF047932.1,73280
AF047931.1,73276
AF047930.1,73294
AF047929.1,73280
AF047928.1,73274
AF047927.1,4232
AF047926.1,73304
AF047925.1,73304
AF047924.1,4232
AF047923.1,73278
AF047922.1,73275
AF047921.1,73278
AF047920.1,73278
AF047919.1,74146
AF047918.1,74151
AF047917.1,74150
AF047916.1,74150
AF047915.1,73300
AF047914.1,73274
AF047913.1,73284
AF047912.1,74145
AF047911.1,73284
AF047910.1,74139
AF047909.1,74148
AF047908.1,74149
AF047907.1,74147
AF047906.1,74143
AF047905.1,74142
AF047904.1,74141
AF047903.1,74140
AF047902.1,74140
AF047900.1,73272
AF046979.1,72978
AF046968.1,72976
AF046961.1,72897
AF046960.1,72945
U97646.1,59294
U97603.1,71037
U97602.1,71036
U97601.1,71035
U74434.1,53588
U74433.1,53587
U74417.1,53730
U74410.1,52309
U74390.1,52308
U74411.1,52307
U74389.1,52306
U74414.1,52294
U74413.1,52293
U74388.1,48210
U74412.1,52292
U74409.1,52302
U74408.1,52304
U74416.1,53729
U74407.1,52299
U74406.1,52298
U74405.1,52297
U74404.1,52296
U74403.1,52312
U74415.1,53728
U74439.1,53583
U74424.1,53723
U74421.1,53753
U74420.1,53752
U74423.1,53750
U74422.1,53749
U74418.1,53751
U74419.1,53748
U74402.1,52290
U74401.1,52290
U74442.1,41554
U50593.1,47089
U50515.1,47078
U50513.1,47077
U50511.1,47076
U50509.1,47143
U50507.1,47142
U50505.1,47075
U50503.1,47065
U50501.1,47064
U50499.1,47106
U50497.1,47141
U50495.1,47053
U50493.1,47052
U50491.1,47051
U50489.1,47038
L10815.1,20418
L10809.1,20409
L10796.1,20426
L10795.1,20425
L10793.1,20424
L10791.1,20423
L10787.1,20421
L10785.1,20420
L10783.1,20417
L10781.1,20415
L10779.1,20414
L10775.1,20411
L10773.1,20410
L10771.1,20408
L10769.1,20407
L10765.1,20405
L10763.1,20404
L10761.1,20403
L10759.1,20402
KX282498.1,53751
KX282493.1,308558
KX282492.1,502541
KX282491.1,53749
KX167932.1,241230
KX167931.1,241230
KX167930.1,234465
KX167929.1,234465
KX167928.1,312762
KX167926.1,241227
KX167887.1,241231
KX167765.1,140809
KX167754.1,140809
KX167742.1,140809
KX167728.1,140848
KX167708.1,240679
KX167705.1,241196
KX167702.1,241202
KX167682.1,241227
KX167667.1,234461
KX167558.1,512688
KX167557.1,20403
KX167499.1,241202
KX167496.1,240674
KX167495.1,240674
KX167494.1,240692
KX167493.1,240692
KX167461.1,241230
KX167460.1,1844647
KX167434.1,241236
KX167373.1,462879
KX167351.1,20403
KX167340.1,241196
KX167317.1,240680
KX167312.1,241235
KX167310.1,241220
KX167309.1,241220
KX167308.1,644194
KX167307.1,644194
KX167303.1,140809
KX167302.1,100286
KX167301.1,644194
KX167291.1,234466
KX167285.1,234466
KX167282.1,240692
KX167271.1,241202
KX167263.1,240688
KX167254.1,240680
KX167240.1,241197
KX167238.1,241197
KX167195.1,140839
KX167191.1,241224
KX167161.1,241205
KX167153.1,234467
KX167107.1,240692
KX167106.1,140805
KX167105.1,140806
KX167104.1,140809
KX167040.1,241237
KX167038.1,234464
KX167033.1,240683
KX167030.1,241231
KX167027.1,140809
KX167016.1,240680
KX167014.1,234467
KX167013.1,240688
KX167012.1,240685
KX167008.1,241207
KX167004.1,241220
KX167003.1,100286
KX167002.1,100286
KX166988.1,234464
KX166957.1,241228
KX166916.1,140788
KX166914.1,140782
KX166861.1,502401
KX166841.1,372257
KX166840.1,241200
KX166839.1,241196
KX166838.1,234466
KX166818.1,140837
KX166816.1,1844647
KX166811.1,1844647
KX166793.1,240688
KX166792.1,240688
KX166703.1,129741
KX166702.1,129741
KX166688.1,140803
KX166687.1,502401
KX166686.1,502401
KX166685.1,140796
KX166684.1,140796
KX166645.1,240678
KX166637.1,240678
KX166600.1,241234
KX166599.1,240682
KX166524.1,214479
KX166523.1,52152
KX166522.1,52152
KX166515.1,240683
KX166508.1,140839
KX166507.1,140842
KX166503.1,372257
KX166479.1,1844647
KX166433.1,644194
KX166419.1,241235
KX166381.1,140838
KX166347.1,241227
KX166346.1,140848
KX166345.1,140848
KX166344.1,240683
KX166331.1,140839
KX166302.1,512688
KX166301.1,20403
KX166300.1,20403
KX166299.1,512688
KX166298.1,512688
KX166297.1,20403
KX166260.1,241235
KX166257.1,140840
KX166218.1,234465
KX166179.1,15193
KX166178.1,140814
KX166177.1,140814
KX166168.1,912502
KX166163.1,240688
KX166162.1,240694
KX166160.1,241228
KX166124.1,140840
KX166100.1,512688
KX166059.1,241224
KX166028.1,241203
KX166025.1,241202
KX166001.1,462879
KX165984.1,240692
KX165983.1,140829
KX165982.1,140829
KX165981.1,241217
KX165980.1,241217
KX165979.1,241202
KX165978.1,140837
KX165976.1,140838
KX165975.1,234464
KX165922.1,52152
KX165921.1,240682
KX165858.1,240695
KX165847.1,111420
KX165589.1,241231
KX165588.1,241235
KX165536.1,140840
KX165518.1,13399
KX165514.1,111420
KX165429.1,52152
KT997428.1,1812875
KT997427.1,1812875
KT997426.1,1812874
KT997425.1,1812874
KT997424.1,1812874
KT997423.1,1812874
KT997422.1,1812874
KT894782.1,339524
KT894781.1,339524
KT894780.1,339524
KT894779.1,339499
KT894778.1,339499
KT894777.1,339499
KT894776.1,339499
KT021226.1,661419
KT021225.1,241235
KT021224.1,312771
KT021223.1,312771
KT021222.1,312771
KT021221.1,912513
KT021220.1,912511
KT021219.1,912511
KT021218.1,657490
KT021217.1,372279
KT021216.1,140854
KT021215.1,335956
KT021214.1,1664183
KT021213.1,1664183
KT021212.1,912501
KT021211.1,912501
KT021210.1,241229
KT021209.1,241228
KT021208.1,1664182
KT021207.1,140850
KT021206.1,140850
KT021205.1,912487
KT021204.1,912487
KT021203.1,912487
KT021202.1,1500776
KT021201.1,241225
KT021200.1,912485
KT021199.1,912485
KT021198.1,1664178
KT021197.1,653375
KT021196.1,1664181
KT021195.1,1664181
KT021194.1,912481
KT021193.1,912481
KT021192.1,912481
KT021191.1,241220
KT021190.1,912480
KT021189.1,912480
KT021188.1,912480
KT021187.1,912480
KT021186.1,1074009
KT021185.1,657480
KT021184.1,657480
KT021183.1,1500771
KT021182.1,1500771
KT021181.1,100282
KT021180.1,1500770
KT021179.1,1500768
KT021178.1,140785
KT021177.1,140785
KT021176.1,241217
KT021175.1,418172
KT021174.1,418172
KT021173.1,241216
KT021172.1,312751
KT021171.1,140829
KT021170.1,1664180
KT021169.1,1664179
KT021168.1,1664179
KT021167.1,1500765
KT021166.1,1500765
KT021165.1,912449
KT021164.1,669645
KT021163.1,418166
KT021162.1,418166
KT021161.1,912442
KT021160.1,912441
KT021159.1,1500764
KT021158.1,912440
KT021157.1,912436
KT021156.1,912425
KT021155.1,912425
KT021154.1,912425
KT021153.1,1664177
KT021152.1,1664176
KT021151.1,912401
KT021149.1,912401
KT021148.1,1500763
KT021147.1,1500763
KT021146.1,241202
KT021145.1,241202
KT021144.1,395287
KT021143.1,241199
KT021142.1,140790
KT021141.1,140790
KT021140.1,140790
KT021139.1,140789
KT021138.1,1500762
KT021137.1,912385
KT021136.1,912385
KT021135.1,241197
KT021134.1,912384
KT021133.1,912384
KT021132.1,241196
KT021131.1,241196
KT021130.1,502398
KT021129.1,502398
KT021128.1,912377
KT021127.1,912377
KT021126.1,912372
KT021125.1,1500766
KT021124.1,912374
KT021123.1,502415
KT021121.1,241225
KT634250.1,1803869
KT202472.1,90165
KT202471.1,90165
KT202470.1,1769943
KT202469.1,20422
KT202468.1,20422
KT202467.1,1769939
KT202466.1,90179
KT202465.1,90179
KT202464.1,1769935
KT202463.1,1769942
KT202462.1,1769937
KT202461.1,1769937
KT202460.1,1769942
KT202459.1,1769940
KT202458.1,1769940
KT202457.1,20416
KT202456.1,20416
KT202455.1,20416
KT202454.1,1769938
KT202453.1,1769938
KT202452.1,1769938
KT202451.1,1769937
KT202450.1,1769937
KT202449.1,1769937
KT202448.1,1769937
KT202447.1,1769937
KT202446.1,1769937
KT202445.1,1769937
KT202444.1,1769937
KT202443.1,1769937
KT202442.1,1769937
KT202441.1,1769937
KT202440.1,1769937
KT202439.1,1769937
KT202438.1,1769937
KT202437.1,1769937
KT202436.1,1769937
KT202435.1,1769937
KT202434.1,1769937
KT202433.1,1769936
KT202432.1,1769936
KT202431.1,1769936
KT202430.1,1769935
KT202429.1,1769935
KT202428.1,1769935
KT202427.1,1769935
KT347192.1,400237
KT163388.1,47064
KT163387.1,47064
KT163386.1,47064
KT163385.1,47064
KT163384.1,47064
KT163383.1,47064
KT163382.1,47064
KT163381.1,47064
KT163380.1,47064
KT163379.1,47064
KT119538.1,947972
JX867644.1,1261137
KR082765.1,47064
LC027396.1,983245
LC027381.1,1053329
LC027374.1,1611324
LC027373.1,72897
LC027372.1,669631
KP338105.1,545222
KP338104.1,487740
JX856446.1,1288012
KP092730.1,109221
KP092729.1,109221
KP092728.1,53893
KP092727.1,53893
KP092724.1,1603717
KP092723.1,499991
KP092722.1,499991
KP092721.1,670324
KP092720.1,670324
KP658436.1,1603040
KP658435.1,1603041
KP658434.1,1603042
KP658433.1,1603041
KJ711907.1,588669
KJ711903.1,947973
KJ711891.1,556905
KJ711890.1,72945
KJ711889.1,669631
KJ711887.1,983245
KJ711879.1,1196457
KJ711876.1,983245
KJ711873.1,669631
KJ711871.1,983245
FJ694713.1,241204
AY278313.1,241197
AY278312.1,241205
AY278311.1,241207
AY278310.1,140816
AY278309.1,13399
AY278308.1,241237
AY278307.1,241204
AY278306.1,241234
AY278305.1,241228
AY278304.1,234464
AY278303.1,241200
AY278302.1,140788
AY278301.1,140788
AY278300.1,140783
AY278299.1,140842
AY278298.1,140829
AY278297.1,241213
AY278296.1,15193
AY278295.1,241227
AY278294.1,241230
AY278293.1,241214
AY278292.1,241217
AY278291.1,241209
AY278290.1,241237
AY278289.1,241236
AY278288.1,241231
AY278287.1,140859
AY278286.1,241226
AY278285.1,241235
AY278284.1,241224
AY278283.1,241199
AY278282.1,241221
AY278281.1,140809
AY278280.1,140848
AY278279.1,140813
AY278278.1,241232
AY278277.1,241201
AY278276.1,241198
AY278275.1,241208
AY278274.1,140814
AY278273.1,140815
AY278272.1,241211
AY278271.1,140837
AY278270.1,140863
AY278269.1,241222
AY278268.1,241223
AY278267.1,140805
AY278266.1,241229
AY278265.1,241225
AY278264.1,241220
AY278263.1,241196
AY278262.1,241202
AY278261.1,241215
AY278260.1,140822
AY278259.1,241195
AY278258.1,241212
AY278257.1,241219
AY278256.1,241203
AY278255.1,241206
AY278254.1,241210
AY278253.1,241218
AY278252.1,241216
KM887383.1,50225
KM269139.1,159683
KM269138.1,1532921
KM269137.1,183014
KM269136.1,159677
KM269135.1,1532915
KM269134.1,1532915
KM269133.1,1532911
KM269132.1,217840
KM269131.1,217840
KM269130.1,1532916
KM269129.1,1532912
KM269128.1,1532912
KM269127.1,1532920
KM269126.1,1532918
KM269125.1,1532913
KM269124.1,1532908
KM269123.1,1532910
KM269122.1,1532909
KM269121.1,1532922
KM269120.1,159683
KM269119.1,460149
KM269118.1,1532919
KM269117.1,1532919
KM269116.1,1532917
KM269115.1,1532923
KM269114.1,159659
KM269113.1,159678
KM269112.1,1532914
KM262853.1,90027
KJ999416.1,20401
KJ999415.1,119829
KJ999414.1,119829
KJ999413.1,119829
KJ999412.1,119829
KJ999411.1,119829
KJ999410.1,119829
KJ999409.1,119829
KJ999408.1,119829
KJ999407.1,119829
KJ999406.1,649199
KJ999405.1,649199
KJ999404.1,649199
KJ999403.1,649199
KJ999402.1,649199
KJ999401.1,649199
KJ999400.1,649199
KJ999399.1,649199
KJ999398.1,649199
KJ999397.1,649199
KJ999396.1,649199
KJ999395.1,119829
KJ999394.1,119829
KJ999393.1,119829
KJ999392.1,119829
KJ999391.1,119829
KJ999390.1,119829
KJ999389.1,119829
KJ999388.1,119829
KJ999387.1,119829
KJ999386.1,119829
KJ999369.1,90167
KJ999368.1,90167
KJ999367.1,90167
KJ999366.1,90167
KJ999365.1,90167
KJ999364.1,90167
KJ999363.1,90167
KJ999355.1,119829
KJ999354.1,119829
KJ999353.1,119829
KJ999352.1,119829
KJ999351.1,119829
KJ999350.1,119829
KJ999349.1,144149
KJ999348.1,144149
KJ999347.1,144149
KJ999346.1,144149
KJ999345.1,144149
JQ360144.1,4588
JQ360143.1,4588
JQ360142.1,4588
JQ360141.1,4588
JQ360140.1,4588
JQ360139.1,417392
JQ360138.1,417392
JQ360137.1,417392
JQ360136.1,417392
JQ360130.1,4604
JQ360129.1,4604
JQ360128.1,4604
JQ360127.1,4604
JQ360126.1,4604
KM098891.1,932098
KM098890.1,1549125
KM098889.1,1089624
KM098888.1,1549124
KM098887.1,1549124
KM098886.1,343495
KM098885.1,343495
KM098884.1,1549123
KM098883.1,556502
KM098882.1,1549122
JX284097.1,47142
JX284096.1,1302585
JX284095.1,1302585
JX284094.1,1302585
JX284093.1,1197425
JX284092.1,144133
JX284091.1,144133
JX284090.1,1302584
JX284089.1,1042492
JX284088.1,47076
JX284087.1,1302583
JX284086.1,1302581
JX284085.1,1302581
JX284084.1,1302580
JX284083.1,1302579
JX284082.1,1302566
JX284081.1,1302566
JX284080.1,144133
JX284079.1,339493
JX284078.1,1302578
JX284077.1,1302576
JX284076.1,1315030
JX284075.1,1302574
JX284074.1,144133
JX284073.1,1302570
JX284072.1,1302573
JX284071.1,1302572
JX284070.1,1302573
JX284069.1,1302569
JX284068.1,1302565
JX284067.1,1264835
JX284066.1,1302582
JX284065.1,1042477
JX284064.1,1302577
JX284063.1,1302571
JX284062.1,1302568
JX284061.1,1302567
KJ526352.1,214848
KJ526351.1,214848
KJ526350.1,52830
KJ526349.1,52830
KJ526348.1,1497994
KJ526347.1,1497994
KJ526346.1,1497994
KJ526345.1,400237
KJ526344.1,400237
KJ526343.1,214847
KJ526342.1,214847
KJ526341.1,214847
KJ526340.1,129744
KJ526339.1,129744
KJ526338.1,129744
KJ526337.1,1076581
KJ526336.1,1076581
KJ526335.1,29675
KJ526334.1,29675
KJ526333.1,763991
KJ526332.1,763991
KJ526331.1,1497993
KJ526330.1,1497993
KC691702.1,1443518
KF905184.1,400237
KF905183.1,52830
KF905182.1,293724
KF905181.1,400237
KF905180.1,1076581
KF905179.1,52830
KF905178.1,129744
KF905177.1,214848
KF905176.1,400237
KF905175.1,1076581
KF905174.1,400237
KF905173.1,400237
KF905172.1,293724
KF905171.1,52830
KF905170.1,214848
KF905169.1,293724
KF905168.1,400237
KF905167.1,293724
KF905166.1,1076581
KF905165.1,214848
KF905164.1,52830
KF905163.1,293727
KF905162.1,214847
KF905161.1,400237
KF905160.1,214848
KF905159.1,52830
KF905158.1,214847
KF905157.1,214848
KF905156.1,293724
KF905155.1,293724
KF905154.1,214848
KF905153.1,214848
KF905152.1,129744
KF905151.1,214848
KF905150.1,310258
KF905149.1,214848
KF905148.1,214848
KF905147.1,214847
KF905146.1,1076581
KF905145.1,214847
KF905144.1,400237
KF905143.1,52830
HM347004.1,1035921
DQ667319.1,392642
DQ667318.1,39344
GU444020.1,858964
GU444006.1,858950
KF815519.1,1423377
KF805110.1,1423378
AB485947.1,608813
KC984650.1,670324
JX154096.1,1198030
JQ669131.1,392642
JQ669124.1,182379
JN115024.1,4232
DQ006001.1,312758
DQ006000.1,330162
DQ005982.1,330185
DQ005981.1,330184
DQ005980.1,330183
DQ005979.1,330182
DQ005972.1,41480
KC312173.1,90022
KC312172.1,1309600
KC312171.1,1309604
KC312170.1,90052
KC312169.1,90052
KC312168.1,90052
KC312167.1,1309606
KC312166.1,90056
KC312165.1,90026
KC312164.1,1309597
KC312163.1,1309605
KC312162.1,1309608
KC312161.1,1309598
KC312160.1,1309601
KC312159.1,1309603
KC312158.1,1310228
KC262199.1,540757
KC262198.1,1235665
JX409871.1,1235423
JX409870.1,483234
JX409869.1,1235423
JX409868.1,1235423
JX409867.1,1235423
JX409866.1,1235423
JX409865.1,1235423
JX409864.1,241204
JX409863.1,483234
JX409862.1,483234
JX409861.1,13399
JX409860.1,13399
JX409859.1,140816
JX409858.1,140816
JX409857.1,140816
JX409856.1,140816
JX409855.1,140816
JX409854.1,140816
JX409853.1,140816
JX409852.1,140816
JX409851.1,483227
JX409850.1,483227
JX017332.1,649199
JX017331.1,649199
JX017330.1,649199
JX017329.1,649199
JX017328.1,649199
JX017327.1,649199
JX017326.1,649199
JX017325.1,649199
JX017324.1,649199
JX017323.1,649199
JX017322.1,649199
JX017321.1,649199
JX017320.1,649199
HQ600529.1,52152
HQ600527.1,310256
HQ600520.1,129744
HQ600519.1,129743
HQ613394.1,989179
HQ613393.1,90178
HQ613392.1,47051
HQ613391.1,47051
HQ613390.1,989179
HQ613389.1,989181
HQ613388.1,989181
HQ613387.1,989181
HQ613386.1,989181
HQ613385.1,989181
HQ613384.1,989181
HQ613383.1,47051
HQ613382.1,90178
HQ613381.1,90178
HQ613380.1,20403
HQ613379.1,144154
HQ613378.1,20411
HQ613377.1,47051
HQ613376.1,989182
HQ613375.1,47051
HQ613374.1,47051
HQ613373.1,47051
HQ613372.1,47051
HQ613371.1,47051
HQ613370.1,47051
HQ613369.1,989180
HQ613368.1,47051
HQ613367.1,47089
HQ613366.1,47089
HQ613365.1,90178
HQ613364.1,989183
HQ613363.1,989183
HQ613362.1,989183
HQ613361.1,989183
HQ613360.1,989183
HQ613359.1,989183
HQ613358.1,989183
HQ613357.1,989183
HQ613356.1,989183
HQ613355.1,989183
HQ613354.1,989183
HQ613353.1,989180
HQ613352.1,989180
HQ613351.1,989180
HQ613350.1,989180
HQ613349.1,989182
HQ613348.1,47051
HQ613347.1,989182
HQ613346.1,47051
HQ613345.1,90178
HQ613344.1,90178
HQ613343.1,47051
HQ613342.1,989184
HQ613341.1,989184
HQ613340.1,47051
HQ613339.1,90178
HQ613338.1,90178
HQ613337.1,90178
HQ613336.1,989179
HQ613335.1,90226
HQ613334.1,47051
HQ613333.1,47051
HQ613332.1,47051
HQ613331.1,90178
HQ613330.1,90178
HQ613329.1,47051
HQ613328.1,47051
HQ613327.1,47051
HQ613326.1,47051
HQ613325.1,47051
HQ613324.1,989181
HQ613323.1,989181
HQ613322.1,989181
HQ613321.1,989181
HQ613320.1,47089
HQ613319.1,47051
HQ613318.1,90178
JN407463.1,648866
JN407436.1,90037
GQ870185.1,330573
GQ870184.1,330585
GQ870181.1,798276
DQ531192.1,388222
DQ531191.1,388221
DQ531190.1,69926
DQ531189.1,388220
DQ531188.1,388671
DQ531187.1,388218
DQ531186.1,388217
DQ531185.1,265172
DQ531184.1,265170
DQ531183.1,388216
DQ531182.1,388215
DQ531181.1,388214
DQ531180.1,388213
DQ531179.1,388212
DQ531178.1,388211
DQ531177.1,388210
DQ531176.1,388209
DQ531175.1,265169
DQ531174.1,388208
DQ531173.1,388207
DQ531172.1,388206
DQ531171.1,265156
DQ531170.1,388205
DQ531169.1,388204
DQ531168.1,388670
DQ531167.1,388669
DQ531166.1,388202
DQ531165.1,388201
DQ531164.1,388668
DQ531163.1,388667
DQ531162.1,388199
DQ531161.1,388198
DQ531160.1,388197
DQ531159.1,388196
DQ531158.1,388195
DQ531157.1,388194
DQ531156.1,388193
DQ531155.1,388192
DQ531154.1,388191
DQ531153.1,265152
DQ531152.1,388666
DQ531151.1,388665
DQ531150.1,388190
DQ531149.1,388189
DQ531148.1,388188
DQ531147.1,388187
DQ531146.1,388186
DQ531145.1,388185
DQ531144.1,388184
DQ531143.1,388183
DQ531142.1,69925
DQ531141.1,388182
DQ531140.1,388663
DQ531139.1,388664
DQ531138.1,388180
DQ531137.1,388179
DQ531136.1,388178
DQ531135.1,388177
DQ531134.1,388176
DQ531133.1,230066
DQ531132.1,265150
DQ531131.1,388175
DQ531130.1,265149
DQ531129.1,388174
DQ531128.1,388173
DQ531127.1,160373
DQ531126.1,265148
DQ531125.1,265147
DQ531124.1,388172
DQ531123.1,388171
DQ531122.1,388170
DQ531121.1,388169
DQ531120.1,388662
DQ531119.1,388661
DQ531118.1,388166
DQ531117.1,265145
DQ531116.1,388165
DQ531115.1,265144
DQ531114.1,388164
DQ531113.1,388162
DQ531112.1,388161
DQ531111.1,265143
DQ531110.1,388660
DQ531109.1,388160
DQ531108.1,388159
DQ531107.1,388158
DQ531106.1,265142
DQ531105.1,388156
DQ531104.1,388155
DQ531103.1,388154
DQ531102.1,265140
DQ531101.1,388153
DQ531100.1,388152
DQ531099.1,388151
DQ531098.1,388150
DQ531097.1,265139
DQ531096.1,388149
DQ531095.1,388148
DQ531094.1,388147
DQ531093.1,388146
DQ531092.1,388145
DQ531091.1,388144
DQ531090.1,388143
DQ531089.1,388142
DQ531088.1,388141
DQ531087.1,265137
DQ531086.1,388659
DQ531085.1,388658
DQ531084.1,388139
DQ531083.1,265135
DQ531082.1,388656
DQ531081.1,155438
DQ531080.1,388138
DQ531079.1,388137
DQ531078.1,388655
DQ531077.1,388654
DQ531076.1,388653
DQ531075.1,388134
DQ531074.1,388132
DQ531073.1,388131
DQ531072.1,388130
DQ531071.1,69924
DQ531070.1,388129
DQ531069.1,388128
DQ531068.1,230072
DQ531067.1,388127
DQ531066.1,388652
DQ531065.1,388651
DQ531064.1,388125
DQ531063.1,388124
DQ531062.1,388123
DQ531061.1,379495
DQ531060.1,265132
DQ531059.1,388120
DQ531058.1,388117
DQ531057.1,388115
DQ531056.1,388114
DQ531055.1,388113
DQ531054.1,388111
JN407462.1,648866
JN407461.1,648866
JN407435.1,90037
JN407434.1,90037
JN407433.1,90037
GU572203.1,688285
GU572202.1,701552
GU572201.1,701553
GU572200.1,701551
GU572199.1,556517
GU572198.1,701549
GU572197.1,701548
GU572196.1,701547
GU572195.1,701546
GU572194.1,701540
GU572193.1,926280
GU572192.1,701539
GU572191.1,701538
GU572190.1,926279
GU572189.1,926278
GU572188.1,571921
GU572187.1,688283
GU572186.1,556516
GU572185.1,556515
GU572184.1,688282
GU572183.1,701537
GU572182.1,466224
GU572181.1,701544
GU572180.1,109221
GU572179.1,587870
GU572178.1,701534
GU572177.1,688281
GU572176.1,701533
GU572175.1,53893
GU572174.1,688280
GU572173.1,701542
GU572172.1,571920
GU572171.1,701532
GU572170.1,556514
GU572169.1,701541
GQ478089.1,670328
FJ766143.1,445761
DQ534945.1,388496
DQ534944.1,265155
DQ534943.1,388495
DQ534942.1,388168
DQ534941.1,388163
DQ534940.1,388157
DQ534939.1,379497
DQ534938.1,388140
DQ534937.1,160369
DQ534936.1,388494
DQ534935.1,388136
DQ534934.1,388133
DQ534933.1,265134
DQ534932.1,388493
DQ534931.1,379496
DQ534930.1,388122
DQ534929.1,388492
DQ534928.1,388121
DQ534927.1,388119
DQ534926.1,388118
DQ534925.1,388116
DQ534924.1,388491
DQ534923.1,388112
DQ005080.1,79857
DQ005079.1,79857
DQ005078.1,330577
DQ005077.1,330576
DQ005076.1,330576
DQ005075.1,330575
DQ005074.1,330575
DQ005073.1,330574
DQ005072.1,79855
DQ005071.1,79855
DQ005070.1,330573
DQ005069.1,330571
DQ005068.1,330586
DQ005067.1,330570
DQ005066.1,330585
DQ005065.1,330585
DQ005044.1,330559
DQ005043.1,330559
DQ005015.1,79824
DQ005014.1,106635
DQ005013.1,330579
JN009833.1,293724
JN009831.1,52152
JN009830.1,214848
JN009829.1,52830
JN009828.1,52830
JN009827.1,310251
JN009826.1,52830
JN009825.1,400237
JN009824.1,129744
JN009823.1,129744
JN009822.1,400237
JN009821.1,763991
JN009820.1,1076581
JN009819.1,214848
JN009818.1,763991
JN009817.1,400237
JN009816.1,129744
JN009815.1,145778
JN009814.1,52830
JN009813.1,1076581
JN009812.1,214848
JN009811.1,85679
JN009810.1,1076581
JN009809.1,214847
JN009808.1,400237
JN009807.1,145778
JN009806.1,85679
JN009805.1,1076581
JN009804.1,52152
JN009803.1,214847
HQ436222.1,90037
GU724333.1,183063
GU724332.1,415155
GU724331.1,415155
GU724319.1,41554
GU724314.1,588669
GU724306.1,588669
GU724305.1,183063
GU724288.1,415155
GU724287.1,415155
GU724273.1,41554
GU217602.1,47064
GQ223593.1,657473
GQ223592.1,657473
GQ223591.1,657473
GQ223590.1,657473
GQ223589.1,657473
GQ223588.1,657473
GQ223587.1,657473
FJ694735.1,502398
FJ694731.1,140845
FJ694709.1,241214
EU352238.1,493357
EU352237.1,493354
EU352236.1,493351
EU352235.1,493350
EU352234.1,493347
EU352233.1,493356
EU352232.1,493355
EU352231.1,493354
EU352230.1,418179
EU352229.1,493353
EU352228.1,493352
EU352227.1,493349
EU352226.1,493348
EU352225.1,493346
EU352224.1,234467
EU352223.1,291497
EU352222.1,493345
EU352221.1,493344
EU352220.1,493343
EU352219.1,493342
EU352218.1,493341
DQ115312.1,433017
DQ115310.1,433016
DQ115308.1,140866
DQ115306.1,140865
DQ115304.1,240693
DQ115302.1,240693
DQ115300.1,433015
DQ115298.1,312777
DQ115296.1,433014
DQ115294.1,433013
DQ115292.1,314476
DQ115290.1,314470
DQ115288.1,433012
DQ115286.1,433011
DQ115284.1,240682
DQ115282.1,418181
DQ115280.1,433010
DQ115278.1,433009
DQ115276.1,240668
DQ115274.1,240668
DQ115272.1,312769
DQ115270.1,433008
DQ115268.1,433007
DQ115266.1,314462
DQ115264.1,433006
DQ115262.1,312766
DQ115260.1,433005
DQ115258.1,433013
DQ115256.1,234465
DQ115254.1,312763
DQ115252.1,314456
DQ115250.1,314455
DQ115248.1,240661
